student_id,major,age,housing,commute_miles,work_hours_per_week,advisor_meetings,credits_attempted,final_gpa,study_hours_reported,enrollment_date,dropped_out
NU-107049,Data Science,32,Off-Campus,15.6,15,2,0,1.71,10.7,30-Oct-2022,1
NU-109767,Data Science,26,on-campus,39.9,0,2,28,2.96,14.5,11/22/2023,0
NU-107583,Cybersecurity,22,with family,38.2,15,4,52,1.98,10.8,11/07/2022,1
NU-102307,Information Technology,24,On-Campus,11.3,18,2,33,2.25,10.2,2024-02-28,0
NU-101529,Cybersecurity,23,On-Campus,10.2,15,4,44,3.06,15.5,05/27/2024,0
NU-109878,Cyber Security,24,On-Campus,6.9,0,3,33,3.34,13.6,10/18/2022,0
NU-108110,Learning Technologies,25,Off-Campus,15.6,15,3,61,2.4,9.8,02/27/2024,0
NU-109346,Cybersecurity,23,Off-Campus,14.9,10,5,78,2.16,15.0,09/01/2022,0
NU-101128,Cybersecurity,26,With Family,8.7,5,1,118,2.3,10.5,12/09/2022,0
NU-104759,Information Technology,30,With Family,3.4,40,4,63,2.82,11.6,03/13/2024,0
NU-105717,Data Science,29,With Family,6.3,20,1,27,2.66,8.1,12/01/2023,0
NU-106784,Information Technology,30,Off-Campus,10.1,5,3,57,2.78,14.2,2022-10-02,0
NU-103980,Learning Technologies,25,On-Campus,40.5,15,3,38,1.38,9.3,08/28/2022,0
NU-103896,Learning Technologies,27,off campus,47.6,28,3,22,1.7,5.1,09/14/2022,0
NU-100404,Business Analytics,23,On-Campus,12.1,30,3,35,2.34,11.4,2024-05-01,0
NU-101372,Learning Technologies,22,With Family,15.1,30,1,68,2.23,,10/25/2022,0
NU-102073,Business Analytics,29,With Family,7.7,20,0,40,2.5,8.2,29-Mar-2024,1
NU-101507,Information Technology,26,On-Campus,4.7,18,5,30,2.26,10.2,11/06/2022,0
NU-109820,Information Science,29,on-campus,6.4,5,6,51,3.18,11.1,08/29/2023,0
NU-102224,Cybersecurity,26,Off-Campus,7.9,28,2,48,2.34,12.4,2022-11-10,0
NU-108095,Information Technology,22,On-Campus,6.7,20,3,99,3.64,18.2,2022-10-21,0
NU-102156,Information Science,26,Off-Campus,18.1,5,0,56,1.1,2.9,08/29/2022,0
NU-108997,Information Science,25,With Family,3.2,10,1,24,2.79,9.5,12/07/2022,0
NU-107217,Learning Technologies,23,On-Campus,7.8,30,2,29,1.5,1.6,10/20/2022,0
NU-103450,Cybersecurity,28,Off-Campus,12.0,20,1,28,1.61,,20-Feb-2024,0
NU-108442,Cybersecurity,23,Off-Campus,21.0,40,0,24,0.91,,2023-10-31,0
NU-103089,Cybersecurity,24,With Family,6.5,18,1,51,2.78,9.8,2024-02-15,0
NU-106882,Cybersecurity,32,With Family,13.5,30,3,39,2.5,11.3,11/18/2022,0
NU-106941,Cybersecurity,29,with family,19.4,40,1,44,2.71,12.9,08/25/2022,1
NU-104175,Cyber Security,26,On-Campus,4.7,20,1,37,2.93,12.1,09/18/2022,1
NU-108279,Data Science,27,off campus,7.4,10,1,35,3.86,15.5,2022-10-22,0
NU-105590,Cybersecurity,27,on-campus,19.3,20,5,72,2.31,7.9,10/20/2023,1
NU-103236,Cybersecurity,23,Off-Campus,7.2,20,1,45,1.71,3.4,2024-05-02,0
NU-105067,Information Technology,30,off campus,0.3,5,2,57,2.87,15.9,10/19/2022,0
NU-108138,Cybersecurity,26,Off-Campus,6.0,12,3,86,2.32,5.6,12/07/2023,1
NU-100474,Cybersecurity,24,On-Campus,4.8,10,3,42,3.49,13.1,2022-11-03,0
NU-101474,Cybersecurity,23,Off-Campus,3.4,15,0,23,2.48,8.9,02-Sep-2022,0
NU-107197,Learning Technologies,23,Off-Campus,3.1,12,4,73,3.12,11.9,09/30/2023,0
NU-107715,Cybersecurity,32,off campus,19.6,20,2,4,2.28,8.3,09-Sep-2022,0
NU-107519,Data Science,23,off campus,13.8,20,2,94,3.03,,02/12/2024,0
NU-109879,Learning Technologies,26,On-Campus,6.8,18,1,78,2.71,11.7,12/16/2022,0
NU-102990,Information Science,23,With Family,21.0,28,2,41,2.08,7.0,10/12/2023,1
NU-107341,Cybersecurity,28,Off-Campus,21.7,18,1,63,2.43,10.7,11/12/2023,1
NU-108180,Information Science,28,On-Campus,18.5,15,2,86,2.11,12.5,03/23/2024,0
NU-109348,Information Technology,27,On-Campus,9.3,35,3,1,2.1,,10/01/2022,0
NU-107321,Cybersecurity,24,Off-Campus,8.1,0,5,47,2.88,10.7,12/02/2023,0
NU-108051,Cybersecurity,27,Off-campus,4.0,15,0,48,2.79,9.2,21-Mar-2024,0
NU-101344,Cybersecurity,27,On-Campus,33.7,28,3,0,2.4,,05/10/2024,1
NU-105632,Cybersecurity,24,With Family,28.5,10,1,21,1.76,8.4,12/13/2023,0
NU-106300,Cybersecurity,29,With Family,22.5,15,2,32,1.12,4.6,05/12/2024,0
NU-100631,Data Science,21,On-Campus,19.0,0,3,47,2.96,7.9,2023-09-25,0
NU-109415,Cybersecurity,23,Off-Campus,6.0,28,2,33,3.02,19.0,19-Apr-2024,0
NU-104069,Data Science,22,With Family,6.7,15,5,62,3.73,14.2,12/04/2023,0
NU-104678,Cybersecurity,23,Off-Campus,5.5,35,3,3,2.58,14.2,09/24/2023,0
NU-104997,Information Technology,24,With Family,13.1,15,2,84,2.05,9.7,2022-11-13,0
NU-101020,Business Analytics,31,Off-Campus,4.0,5,4,87,2.56,12.3,03/27/2024,0
NU-108151,Info Technology,24,On-Campus,15.7,25,2,51,1.67,9.4,30-Apr-2024,0
NU-109751,Cybersecurity,27,Off-Campus,7.9,25,2,44,2.13,,2022-10-28,0
NU-104739,Learning Technologies,26,With Family,10.6,40,0,23,2.04,6.6,2023-11-15,1
NU-100287,Information Science,22,Off-campus,15.6,0,2,69,1.37,,2022-12-13,0
NU-106388,Learning Technologies,26,with family,18.0,10,3,39,1.54,8.5,11/20/2023,0
NU-106500,Information Technology,25,Off-campus,3.9,25,2,64,1.43,4.5,10/08/2022,0
NU-106529,Business Analytics,20,With Family,8.5,0,2,57,3.11,12.5,12/09/2022,0
NU-106800,Information Science,220,On-Campus,5.2,25,2,82,3.31,15.3,11/12/2022,0
NU-101873,Information Technology,23,On-Campus,8.3,-12,2,73,1.98,9.4,2022-09-15,0
NU-108897,Information Science,18,On-Campus,18.0,15,2,41,2.78,12.4,11/20/2023,0
NU-101673,Information Science,27,On-Campus,11.7,28,2,78,2.17,9.6,10/10/2023,0
NU-105866,Information  Science,21,Off-Campus,7.8,5,0,12,2.38,13.2,03/19/2024,0
NU-100291,Info Technology,23,Off-Campus,25.2,10,3,15,2.03,15.1,04/10/2024,1
NU-101123,Cyber Security,24,Off-Campus,9.1,18,3,42,3.37,11.0,2022-12-18,0
NU-101763,Information Technology,26,Off-Campus,17.3,40,2,0,1.38,6.5,03/06/2024,1
NU-103977,Data Science,22,Off-Campus,9.0,12,2,69,3.2,14.2,2022-10-03,0
NU-103557,Data Science,20,Off-Campus,12.1,15,3,29,2.71,10.6,2023-12-01,1
NU-108299,Information Science,22,With Family,25.4,18,2,31,2.35,9.0,04/22/2024,0
NU-105921,Cybersecurity,23,With Family,10.5,18,2,58,3.46,15.6,10/30/2023,0
NU-109271,Information Science,24,off campus,9.9,15,3,44,3.56,14.3,10/20/2022,0
NU-101791,Information Science,33,On-Campus,13.7,30,2,49,2.14,10.7,2024-04-30,0
NU-109744,Data Science,25,off campus,1.5,25,2,64,2.53,16.5,10/25/2022,0
NU-108312,Learning Technologies,19,On-Campus,9.7,5,1,0,2.9,13.7,12/17/2022,0
NU-100862,Information Science,25,Off-Campus,7.7,5,0,40,1.5,,05/12/2024,1
NU-109980,Data Science,25,With Family,33.5,12,1,64,2.84,15.2,12/04/2022,0
NU-103150,Business Analytics,21,With Family,17.9,0,2,39,2.21,9.7,26-Oct-2022,0
NU-103050,Cybersecurity,3, On-Campus,3.6,10,2,44,2.48,,11/04/2023,0
NU-104105,Information Technology,21,off campus,21.5,20,3,46,1.15,5.2,12/07/2022,0
NU-102424,Information Technology,23,On-Campus,8.2,25,1,52,2.7,10.1,08/21/2023,0
NU-102343,Cybersecurity,26,Off-Campus,19.1,15,3,58,2.48,10.0,02/10/2024,0
NU-104887,Cybersecurity,26,Off-Campus,21.4,5,3,36,2.72,13.1,11/15/2023,0
NU-101481,Cybersecurity,22,Off-Campus,19.2,18,3,58,2.54,7.6,2022-11-20,1
NU-103859,Information Technology,26, On-Campus,7.0,0,2,62,1.63,5.8,2024-03-28,1
NU-106278,Information  Science,23,Off-Campus,19.9,35,0,42,1.67,7.5,2022-11-22,0
NU-107263,Data Science,30,Off-campus,8.2,0,4,44,2.76,13.8,11/12/2023,0
NU-108839,Cybersecurity,23,off campus,8.2,25,3,49,3.12,10.6,09/15/2023,1
NU-105577,DataScience,22,With Family,4.3,18,3,67,2.04,13.1,24-May-2024,1
NU-109367,Information  Science,27,off campus,10.8,25,2,89,2.87,11.0,04-Sep-2022,0
NU-109849,Information Technology,29,Off-Campus,6.6,20,6,47,2.51,7.9,12/02/2022,0
NU-108015,Cyber Security,25,With Family,4.4,20,1,52,1.74,2.1,18-Apr-2024,0
NU-106699,Info Technology,22,With Family,7.3,25,0,64,1.64,3.4,11/17/2022,0
NU-103590,Learning Technologies,25,Off-Campus,2.6,25,3,52,3.34,,07-Nov-2023,0
NU-103098,Cybersecurity,27,Off-Campus,11.2,0,1,71,3.02,11.1,2022-08-29,0
NU-109231,Data Science,26,On-Campus,16.5,0,0,0,1.57,,12/13/2023,1
NU-101546,Data Science,23,Off-Campus,8.0,5,5,90,2.89,10.0,2024-02-02,0
NU-102068,Business Analytics,32,Off-Campus,10.2,28,3,89,2.42,12.3,12/14/2022,0
NU-107990,Business Analytics,33,Off-Campus,12.4,40,2,52,2.39,9.9,11/06/2023,0
NU-104590,Cybersecurity,24,With Family,11.4,0,2,95,3.2,14.4,2024-05-14,0
NU-105664,Business Analytics,21,Off-Campus,9.6,10,2,44,2.52,14.0,04/26/2024,1
NU-109389,Cybersecurity,23,Off-Campus,13.6,25,3,37,2.48,11.4,02-Apr-2024,1
NU-107242,Data Science,33,With Family,9.8,30,4,58,1.92,,2023-10-13,0
NU-109838,Information Technology,24,off campus,13.0,28,2,78,1.96,6.9,05/26/2024,1
NU-105444,Cybersecurity,25,With Family,3.9,25,4,28,1.56,9.3,10/16/2023,0
NU-100433,Business Analytics,23,On-Campus,18.4,0,3,102,3.13,10.9,09/28/2023,0
NU-102032,Business Analytics,24,On-Campus,6.0,28,0,70,3.59,14.6,09/19/2022,0
NU-101828,Cybersecurity,28,Off-Campus,3.5,20,1,40,2.64,7.1,2022-10-22,0
NU-104447,Cybersecurity,25,With Family,10.1,15,3,3,3.09,14.6,2023-09-08,1
NU-100815,Cybersecurity,24,Off-Campus,3.2,10,2,63,2.62,10.2,10/27/2022,1
NU-100551,Business Analytics,23,On-Campus,9.4,5,1,15,2.39,11.5,08-Sep-2023,0
NU-108237,Cybersecurity,23,On-Campus,47.8,0,4,0,2.48,9.9,03/12/2024,0
NU-104026,Cyber Security,24,With Family,13.3,18,1,84,2.43,14.0,05-Apr-2024,0
NU-109995,Cybersecurity,22,with family,8.7,15,2,49,2.7,10.6,17-Sep-2022,0
NU-105447,Data Science,29,With Family,18.9,10,0,75,1.08,,11/05/2023,0
NU-104243,Cybersecurity,21,With Family,4.8,15,2,73,3.39,13.9,2022-09-14,0
NU-100053,Information Science,32,Off-Campus,3.7,15,1,35,2.51,13.5,04/24/2024,0
NU-102698,Cybersecurity,24,Off-Campus,2.2,30,0,65,2.13,10.1,2022-11-01,0
NU-103941,Cybersecurity,24,With Family,3.3,12,0,85,2.88,13.1,2023-09-10,0
NU-105549,Cybersecurity,25,On-Campus,9.8,18,3,63,2.11,8.7,2022-10-10,0
NU-101259,Information Science,23,With Family,5.0,15,4,79,2.09,,2023-10-22,0
NU-100338,Cybersecurity,29,With Family,16.4,15,4,30,3.03,7.9,03/22/2024,0
NU-103422,Cybersecurity,27,Off-campus,8.7,20,7,52,2.94,12.4,22-Feb-2024,1
NU-103542,Information Technology,31,Off-Campus,2.3,28,2,58,2.84,12.3,10/31/2023,0
NU-105080,Data Science,23,On-Campus,5.6,30,1,18,2.66,13.1,2022-08-29,0
NU-105014,Business Analytics,22,Off-Campus,7.0,30,0,84,2.37,9.8,17-Sep-2023,0
NU-109481,Information Science,24,Off-Campus,24.3,30,2,89,2.24,,03/16/2024,0
NU-109307,Cybersecurity,26,With Family,15.4,35,2,63,2.79,11.1,10/17/2022,0
NU-108659,Cyber Security,21,With Family,49.1,15,0,40,1.51,7.7,02/10/2024,0
NU-107685,Data Science,23,with family,9.6,35,5,28,2.12,8.6,02/24/2024,0
NU-107053,Info Technology,30,On-Campus,9.1,18,1,0,3.42,17.4,12/17/2023,0
NU-109592,Information Technology,23,On-Campus,40.5,28,1,0,0.0,1.1,22-Jan-2025,0
NU-107627,Data Science,25,Off-Campus,10.7,25,1,35,2.2,11.5,01-Nov-2022,1
NU-101384,Information Science,22,Off-Campus,1.3,20,0,51,1.91,4.9,09/27/2022,0
NU-104261,Information Science,27,Off-Campus,6.3,15,2,65,2.15,10.8,10/24/2023,0
NU-105532,Information Science,21,Off-Campus,2.7,20,1,89,3.56,14.4,30-Sep-2023,0
NU-100509,Information Technology,19,On-Campus,8.3,12,2,61,2.79,12.8,2022-12-08,0
NU-103459,Information  Science,23,On-Campus,17.1,25,3,4,2.58,7.1,2023-08-22,0
NU-104310,Information Science,23,Off-Campus,14.8,10,0,93,1.9,6.5,2022-10-17,0
NU-107208,Business Analytics,27,off campus,17.6,12,4,111,2.35,7.2,10/12/2022,0
NU-108307,Business Analytics,27,Off-Campus,9.9,40,0,101,3.11,11.7,2024-02-04,1
NU-104270,Cybersecurity,22,Off-Campus,34.9,18,1,85,2.36,13.1,05/10/2024,1
NU-102651,Information Technology,23,On-Campus,10.7,15,0,68,2.76,12.0,25-Sep-2022,0
NU-109914,Information Science,23,With Family,15.3,15,0,66,3.11,12.7,11/02/2022,1
NU-109500,Information Science,22,On-Campus,4.0,15,4,90,3.33,11.5,11/23/2022,0
NU-103012,Information Technology,24,On-Campus,4.9,5,1,41,2.01,12.8,24-May-2024,0
NU-105218,Cybersecurity,27,On-Campus,2.4,28,1,88,1.84,9.0,2024-03-07,0
NU-101705,Data Science,24,With Family,17.7,25,1,53,1.62,,10/06/2023,0
NU-100931,Cybersecurity,34,On-Campus,1.3,12,2,43,2.93,15.3,2022-10-16,0
NU-103094,Information Science,26,On-Campus,18.4,28,1,0,1.95,,09-Feb-2024,0
NU-108518,Cybersecurity,27,On-Campus,4.3,20,0,58,1.8,10.6,03-Apr-2024,0
NU-105735,Information Technology,24,Off-Campus,10.1,12,5,46,2.97,17.2,2024-02-05,0
NU-101358,Data Science,22,With Family,6.4,12,3,57,3.39,15.5,2022-10-06,1
NU-100847,Information Science,27,Off-Campus,37.2,28,1,54,1.17,0.5,09/26/2023,0
NU-100349,Learning Technologies,23,Off-Campus,2.5,5,2,48,1.9,5.5,2024-04-28,0
NU-100657,Cybersecurity,30,On-Campus,5.5,20,4,41,1.72,7.2,10/14/2023,0
NU-108701,Information Technology,29,Off-Campus,6.1,10,2,9,2.56,14.7,09/16/2023,0
NU-109159,Information Science,24,With Family,9.6,20,4,69,3.24,13.0,2024-04-14,0
NU-103971,Cybersecurity,30,With Family,4.0,15,3,45,2.89,15.9,10/02/2023,0
NU-101674,Cybersecurity,28,Off-Campus,4.6,25,3,45,3.06,13.4,03/06/2024,0
NU-100596,Business Analytics,28,With Family,10.5,25,3,50,3.49,14.7,2022-11-17,0
NU-101288,Information Science,25,Off-Campus,11.0,0,3,75,2.37,12.6,02/06/2024,0
NU-108667,Business Analytics,23,Off-Campus,7.1,25,3,17,1.76,,11/26/2023,0
NU-101299,Cybersecurity,21,Off-Campus,9.5,20,2,57,2.39,11.9,09/18/2023,0
NU-106263,Business Analytics,23,On-Campus,5.5,18,2,10,2.15,7.0,03/11/2024,0
NU-104019,Information Science,23,On-Campus,9.0,0,3,1,2.77,15.0,11/25/2022,0
NU-102944,Data Science,22,On-Campus,17.2,10,2,102,2.58,,12/05/2022,0
NU-105131,Business Analytics,28,On-Campus,9.5,20,1,19,1.95,9.2,2023-12-15,0
NU-105731,Data Science,25,Off-Campus,8.5,12,6,111,3.45,20.3,2024-02-01,0
NU-100614,Information Technology,23,With Family,4.0,25,1,28,1.57,6.9,2022-09-19,0
NU-106311,Cybersecurity,24,With Family,9.9,20,1,62,2.77,11.1,08/30/2022,0
NU-108497,Data Science,26,With Family,8.2,20,2,65,2.91,10.2,09/08/2022,0
NU-103356,Learning Technologies,30,on-campus,24.1,15,1,54,2.08,,2024-04-20,0
NU-105958,Data Science,24,On-Campus,43.8,18,3,19,2.47,11.0,09/19/2023,0
NU-104656,Information Science,23,with family,21.8,15,1,70,0.66,,02/04/2024,1
NU-109967,Cybersecurity,22,Off-Campus,5.8,20,2,46,2.02,7.1,2022-10-05,0
NU-101996,Data Science,26,on-campus,4.2,12,1,66,2.74,12.9,04/05/2024,0
NU-108989,Business Analytics,20,On-Campus,22.4,5,3,73,2.1,11.6,05/01/2024,0
NU-102261,Information Science,29,On-Campus,3.7,30,3,75,2.66,,11-Dec-2022,0
NU-107509,Data Science,29,With Family,2.6,20,0,42,1.4,3.3,02/27/2024,0
NU-105369,Business Analytics,25,off campus,16.1,20,2,32,1.61,5.9,2022-10-23,0
NU-109778,DataScience,22,Off-Campus,10.4,0,2,70,3.29,16.4,2024-04-01,0
NU-102873,Information Technology,24,with family,8.7,18,2,25,2.23,6.8,2023-09-05,0
NU-108429,Information Science,21,With Family,4.8,20,7,47,3.43,,2024-05-25,0
NU-106070,DataScience,24,Off-Campus,1.4,5,5,128,2.71,8.6,09/26/2022,0
NU-107771,Cyber Security,23,With Family,8.2,5,2,33,1.49,,2024-02-06,0
NU-106649,Information  Science,23,On-Campus,8.9,12,1,74,1.85,4.1,05/10/2024,1
NU-106532,Information Science,32,Off-Campus,7.0,0,2,55,3.08,12.3,10/07/2022,1
NU-100381,Cybersecurity,23,Off-Campus,5.3,10,4,36,2.17,11.6,09/23/2022,0
NU-109887,Information Science,24,Off-Campus,19.8,25,3,21,2.43,5.9,10/10/2022,1
NU-102547,Information Science,23,With Family,1.3,25,5,22,2.37,9.7,11/11/2022,0
NU-106610,Cyber Security,27,Off-Campus,6.0,28,4,73,3.02,10.9,12/04/2023,0
NU-106634,Information Technology,31,Off-Campus,10.5,15,2,43,2.83,12.6,12/11/2022,0
NU-102063,Cybersecurity,28,With Family,12.1,28,1,51,1.79,,03-Nov-2023,1
NU-109461,Learning Technologies,22,On-Campus,15.1,0,2,93,2.01,7.7,03/20/2024,1
NU-108840,Cybersecurity,26,With Family,19.2,20,4,33,2.24,9.7,03/28/2024,0
NU-101170,Business Analytics,26,With Family,2.3,25,2,47,2.0,10.4,12/15/2022,1
NU-101573,Information Technology,24,On-Campus,28.8,18,0,35,1.79,11.4,05/13/2024,0
NU-101143,Business Analytics,25,On-Campus,6.2,20,1,42,2.95,11.7,08/25/2023,0
NU-108289,Cybersecurity,21,Off-Campus,11.2,12,4,61,2.6,9.6,12/13/2023,0
NU-102098,Cybersecurity,27,Off-Campus,7.6,15,1,39,3.21,17.7,06-Dec-2022,0
NU-101264,Data Science,33,Off-Campus,11.3,25,2,48,2.59,13.5,09/29/2023,0
NU-109550,Information Science,22,on-campus,4.5,10,5,52,2.91,9.8,14-Oct-2022,1
NU-100980,Information Science,21,On-Campus,6.7,25,2,70,2.36,11.5,10/03/2022,0
NU-103533,Information  Science,24,Off-Campus,13.0,18,3,70,3.13,19.6,09/08/2022,0
NU-100209,Information Technology,24,off campus,2.1,10,6,78,2.64,12.6,09/06/2023,0
NU-106110,Information Science,22,With Family,20.4,25,1,90,1.59,0.5,2022-11-27,0
NU-105235,Cybersecurity,19,Off-Campus,18.8,28,2,82,2.5,9.4,10/31/2023,0
NU-100633,Information Science,20,With Family,2.2,30,3,45,2.53,11.8,09/04/2023,0
NU-107361,DataScience,34,off campus,13.4,10,3,42,2.61,10.5,04-May-2024,1
NU-101359,Learning Technologies,27,Off-Campus,24.6,5,0,33,3.62,15.4,10/15/2022,0
NU-100244,Information Science,23,off campus,7.2,18,1,25,3.67,16.4,2023-08-28,0
NU-102357,Information Science,27,On-Campus,18.8,0,2,56,1.59,12.0,08/27/2022,0
NU-101758,Data Science,24,With Family,11.0,20,4,31,3.23,14.7,2022-08-31,0
NU-101768,DataScience,29,Off-Campus,16.8,20,1,81,1.88,5.6,2024-02-13,0
NU-105402,Cybersecurity,22,Off-Campus,22.7,30,1,67,2.12,9.4,05/20/2024,0
NU-106098,Cybersecurity,27,With Family,7.9,15,3,0,0.0,6.4,01/18/2025,0
NU-109785,Cyber Security,25,On-Campus,6.6,15,2,23,2.0,3.4,03/04/2024,0
NU-105206,Cyber Security,22,With Family,3.2,0,0,85,1.12,5.8,10/31/2023,1
NU-106162,Cybersecurity,28,Off-Campus,5.4,15,1,47,1.98,12.8,03/09/2024,0
NU-106194,Information Technology,23,Off-Campus,2.4,5,1,13,2.16,7.7,21-Nov-2023,0
NU-105644,Cybersecurity,25,with family,7.3,15,2,0,3.03,14.7,02/15/2024,0
NU-105281,Data Science,26,With Family,21.5,15,3,83,2.02,9.3,11/20/2022,0
NU-103214,Learning Technologies,21,Off-Campus,4.4,18,4,59,2.77,16.1,2022-12-05,0
NU-100262,Data Science,21,Off-Campus,1.8,15,2,47,2.71,12.9,11/05/2022,0
NU-101449,Data Science,28,off campus,3.8,35,0,33,0.47,3.5,02-Oct-2022,0
NU-101159,Cybersecurity,27, On-Campus,17.4,25,1,26,1.39,,05/12/2024,0
NU-103765,Data Science,24,on-campus,2.7,15,1,19,2.72,9.6,03-Sep-2023,0
NU-109640,Data Science,26,On-Campus,9.8,5,0,79,3.07,14.3,28-Aug-2022,0
NU-109891,Information  Science,21,with family,7.0,10,5,75,3.59,9.6,10/20/2022,0
NU-102947,Data Science,33,Off-campus,3.5,30,3,51,2.89,7.8,28-Aug-2022,0
NU-101827,Cyber Security,28,With Family,6.3,5,3,68,3.22,14.8,2022-11-14,0
NU-109123,Data Science,29,Off-campus,17.3,15,3,19,3.11,17.6,2022-10-10,0
NU-105356,Cybersecurity,26,With Family,10.8,20,6,25,2.53,14.8,02/04/2024,0
NU-100028,Information Technology,32,On-Campus,9.8,10,0,128,2.9,18.5,2024-05-19,1
NU-109931,Data Science,22,on-campus,2.7,10,1,14,2.75,10.2,2024-04-22,0
NU-108420,Data Science,25,Off-Campus,51.5,28,0,0,1.29,,12/09/2022,1
NU-103702,Learning Technologies,23,Off-Campus,6.1,12,1,45,3.14,16.6,17-Dec-2023,0
NU-105136,Data Science,26,Off-Campus,12.2,10,5,53,2.39,14.0,11/21/2023,0
NU-109286,Learning Technologies,19,Off-Campus,13.0,15,1,44,2.78,16.2,2024-02-04,0
NU-107133,Information Science,22,With Family,2.3,25,6,81,1.63,6.7,05/15/2024,0
NU-109142,Cybersecurity,21,On-Campus,1.9,5,2,74,2.92,11.1,12/17/2022,1
NU-106977,Learning Technologies,23,Off-Campus,24.6,10,2,46,2.06,10.6,12/04/2022,1
NU-103827,Information Technology,33,Off-Campus,24.2,28,1,77,2.12,8.7,10/23/2022,0
NU-103193,Information Science,22,Off-campus,10.1,12,3,62,2.05,,03/10/2024,0
NU-106046,Information Technology,27,Off-Campus,7.3,0,1,59,1.96,6.5,2022-10-18,1
NU-101111,Learning Technologies,26,With Family,15.6,10,1,36,2.94,8.5,04/14/2024,0
NU-106029,Cybersecurity,22,On-Campus,3.3,18,1,64,2.69,12.6,09/03/2023,0
NU-106941,Cybersecurity,29,with family,19.4,40,1,44,2.71,12.9,08/25/2022,1
NU-103715,Learning Technologies,23,With Family,5.3,12,3,32,1.35,,2023-09-25,0
NU-101478,Cybersecurity,26,Off-Campus,15.6,18,3,41,3.35,16.7,05/05/2024,0
NU-108976,Business Analytics,21,Off-Campus,24.2,30,2,46,2.31,8.3,05/21/2024,1
NU-105795,Information Technology,25,off campus,13.3,5,5,78,2.55,17.9,10/24/2023,0
NU-109859,Learning Technologies,29,Off-Campus,16.2,0,2,40,2.35,,09/18/2022,1
NU-106493,Information Technology,21,Off-Campus,3.0,30,2,0,2.41,13.0,09/07/2022,0
NU-105339,Information  Science,20,On-Campus,9.3,20,2,31,1.58,,2024-02-26,1
NU-105037,Information Science,24,On-Campus,9.5,15,4,38,2.29,10.6,15-Mar-2024,1
NU-103151,Information Science,21,Off-Campus,10.9,30,3,52,2.56,14.7,22-Feb-2024,0
NU-107453,Data Science,25,Off-Campus,23.5,18,3,28,1.8,5.9,2024-03-04,0
NU-103406,Information Science,21,On-Campus,0.9,40,1,17,2.76,9.2,03/24/2024,0
NU-100613,Data Science,27,off campus,37.2,30,3,31,1.71,9.0,04/24/2024,0
NU-100819,Business Analytics,22,Off-Campus,17.9,15,1,39,2.04,4.5,2024-02-19,0
NU-103026,Cybersecurity,23,With Family,2.6,25,3,3,1.58,2.9,10/04/2022,0
NU-105611,Cybersecurity,22,With Family,5.9,5,3,61,3.98,20.8,2024-04-03,0
NU-100592,Cybersecurity,22,With Family,4.6,35,0,37,2.72,5.6,03/09/2024,0
NU-104037,Data Science,24,off campus,9.0,0,2,62,2.51,9.3,10/09/2022,0
NU-100350,Business Analytics,30,With Family,15.2,35,2,76,1.77,3.9,25-Nov-2022,0
NU-102252,Data Science,22,With Family,47.7,12,1,78,1.21,4.7,08-Nov-2022,0
NU-106875,Cybersecurity,20,with family,7.8,12,1,75,3.02,14.5,03/31/2024,0
NU-108209,Data Science,19,Off-Campus,0.5,20,2,25,2.63,10.3,10-Dec-2022,0
NU-107437,DataScience,24,off campus,11.3,5,0,0,0.0,10.0,21-Jan-2025,0
NU-105137,Business Analytics,21,With Family,22.7,18,0,39,2.91,14.4,09/13/2022,0
NU-109659,Info Technology,27,With Family,9.7,10,3,47,2.85,12.1,15-Nov-2022,0
NU-101952,Learning Technologies,22,off campus,10.7,5,0,96,2.24,10.3,2023-10-31,0
NU-104955,Cyber Security,21,Off-Campus,11.5,28,2,0,2.29,11.0,12/13/2023,1
NU-106251,Information Science,28,On-Campus,1.0,18,2,50,2.88,12.4,2022-12-17,0
NU-102691,Cyber Security,22,With Family,5.2,15,2,41,3.62,16.1,2022-11-17,0
NU-103273,Information Technology,25,On-Campus,4.2,25,1,66,2.86,14.7,10/06/2022,0
NU-109756,Information Science,22,On-Campus,11.4,0,0,65,2.58,12.2,2024-03-11,0
NU-102079,Cybersecurity,33,Off-Campus,4.7,5,1,42,3.12,,2022-10-15,0
NU-104801,Learning Technologies,27,off campus,14.2,30,1,83,1.75,5.0,2022-08-27,0
NU-108187,Information Technology,27,Off-Campus,6.3,5,1,60,1.97,11.6,11/17/2023,0
NU-103294,Data Science,23,on-campus,2.1,10,2,24,1.73,7.9,2024-03-28,1
NU-108397,Cybersecurity,32,On-Campus,4.0,20,4,64,2.8,11.9,2023-10-14,0
NU-105779,Data Science,23,With Family,10.3,20,6,128,2.82,10.4,2023-10-08,0
NU-103536,Information Science,21,Off-Campus,3.2,5,3,97,2.99,11.6,04/23/2024,1
NU-103976,Information Technology,26,On-Campus,2.7,25,1,91,3.53,13.4,2024-02-23,0
NU-101119,Information Science,29,On-Campus,8.3,15,1,42,2.38,9.1,2024-05-03,1
NU-109306,Cybersecurity,26,With Family,5.5,0,1,71,3.41,18.7,10/29/2023,0
NU-105616,Cybersecurity,20,Off-campus,1.6,25,1,61,1.77,,05/11/2024,0
NU-102490,Cybersecurity,26,Off-Campus,7.1,15,3,58,1.48,,2022-08-24,0
NU-109423,Business Analytics,22,On-Campus,16.0,25,1,1,2.21,,09/22/2023,0
